filename,x,y,cluster
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 469,471 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_471-Camara_Amacayacu-0_crop0.npy",-78.17467,-23.50294,7
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 472,473,474,475,476 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_471-Camara_Amacayacu-0_crop0.npy",-78.17467,-23.50294,7
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 469,471 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_471-Camara_Amacayacu-1_crop0.npy",-79.5316,-22.013245,7
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 472,473,474,475,476 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_471-Camara_Amacayacu-1_crop0.npy",-79.5316,-22.013245,7
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 469,471 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_471-Camara_Amacayacu-2_crop0.npy",-81.900635,-20.634478,7
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 472,473,474,475,476 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_471-Camara_Amacayacu-2_crop0.npy",-81.900635,-20.634478,7
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 469,471 at , Serial_ T010987 Prueba Amacayacu 2024\features_1\2024-December-04_469-Camara_Amacayacu-0_crop0.npy",-76.56244,-22.114119,7
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 471 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_469-Camara_Amacayacu-0_crop0.npy",-76.56244,-22.114119,7
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 469,471 at , Serial_ T010987 Prueba Amacayacu 2024\features_1\2024-December-04_469-Camara_Amacayacu-0_crop1.npy",-74.73069,-21.78817,7
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 471 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_469-Camara_Amacayacu-0_crop1.npy",-74.88626,-21.65708,7
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 469,471 at , Serial_ T010987 Prueba Amacayacu 2024\features_1\2024-December-04_469-Camara_Amacayacu-1_crop0.npy",-75.36489,-23.571701,7
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 471 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_469-Camara_Amacayacu-1_crop0.npy",-75.04957,-23.620602,7
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 469,471 at , Serial_ T010987 Prueba Amacayacu 2024\features_1\2024-December-04_469-Camara_Amacayacu-1_crop1.npy",-79.7328,-25.106096,7
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 471 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_469-Camara_Amacayacu-1_crop1.npy",-79.73051,-25.110458,7
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 469,471 at , Serial_ T010987 Prueba Amacayacu 2024\features_1\2024-December-04_469-Camara_Amacayacu-2_crop0.npy",-77.49227,-26.090704,7
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 471 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_469-Camara_Amacayacu-2_crop0.npy",-77.49227,-26.090704,7
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 472,473,474,475,476 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_473-Camara_Amacayacu-4_crop0.npy",-78.933105,-18.0987,7
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 472,473,474,475,476 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_473-Camara_Amacayacu-5_crop0.npy",-78.36837,-17.76549,7
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 472,473,474,475,476 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_473-Camara_Amacayacu-6_crop0.npy",-75.943756,-17.743334,7
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 472,473,474,475,476 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_473-Camara_Amacayacu-6_crop1.npy",-75.98627,-17.731833,7
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 472,473,474,475,476 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_475-Camara_Amacayacu-7_crop0.npy",-75.37762,-16.905508,7
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 478,480 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_478-Camara_Amacayacu-1_crop0.npy",-51.26592,36.51755,0
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 478,480 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_480-Camara_Amacayacu-2_crop0.npy",-28.220095,26.03546,0
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 478,480 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_480-Camara_Amacayacu-3_crop0.npy",-27.930344,15.150484,0
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 478,480 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_480-Camara_Amacayacu-4_crop0.npy",-26.32129,14.301115,0
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 478,480 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_480-Camara_Amacayacu-4_crop1.npy",-26.246895,14.389365,0
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 478,480 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_480-Camara_Amacayacu-5_crop0.npy",-28.521904,13.707389,0
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 484,486,487 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_484-Camara_Amacayacu-0_crop0.npy",-56.95043,-34.085346,7
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 484,486,487 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_484-Camara_Amacayacu-1_crop0.npy",-40.66038,17.489317,0
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 484,486,487 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_484-Camara_Amacayacu-2_crop0.npy",-40.668015,19.27389,0
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 484,486,487 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_484-Camara_Amacayacu-2_crop1.npy",-40.71538,16.696993,0
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 484,486,487 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_484-Camara_Amacayacu-3_crop0.npy",-36.531605,21.75016,0
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 484,486,487 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_484-Camara_Amacayacu-4_crop0.npy",-35.287487,22.204979,0
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 509 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_509-Camara_Amacayacu-0_crop0.npy",-17.875198,-45.116352,9
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 509 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_509-Camara_Amacayacu-0_crop1.npy",-29.163635,-44.40078,9
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 516,517,518,519,520 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_517-Camara_Amacayacu-2_crop0.npy",39.530846,-3.6620054,1
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 522 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_522-Camara_Amacayacu-1_crop0.npy",-42.141464,24.926388,0
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 522 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_522-Camara_Amacayacu-2_crop0.npy",-41.5678,25.33172,0
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 522 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_522-Camara_Amacayacu-3_crop0.npy",-40.869976,25.315432,0
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 522 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_522-Camara_Amacayacu-4_crop0.npy",-38.574894,26.45886,0
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 522 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_522-Camara_Amacayacu-4_crop1.npy",-38.739887,26.984629,0
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 523 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_523-Camara_Amacayacu-0_crop0.npy",-32.59531,19.169516,0
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 523 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_523-Camara_Amacayacu-0_crop1.npy",38.543404,-3.9393353,1
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 523 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_523-Camara_Amacayacu-1_crop0.npy",12.272916,-10.175794,8
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 76 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_76-Camara_Amacayacu-1_crop0.npy",69.95091,38.17271,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 76 at , Serial_ T010987 Prueba Amacayacu 2024\features_1\2024-December-04_76-Camara_Amacayacu-1_crop0.npy",83.00409,38.347668,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 76 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_76-Camara_Amacayacu-2_crop0.npy",68.302826,48.30766,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 76 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_76-Camara_Amacayacu-3_crop0.npy",81.45757,40.245567,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 76 at , Serial_ T010987 Prueba Amacayacu 2024\features_1\2024-December-04_76-Camara_Amacayacu-3_crop0.npy",69.95091,38.17271,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 76 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_76-Camara_Amacayacu-4_crop0.npy",83.57195,43.953384,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 76 at , Serial_ T010987 Prueba Amacayacu 2024\features_1\2024-December-04_76-Camara_Amacayacu-4_crop0.npy",68.304596,48.305054,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 76 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_76-Camara_Amacayacu-5_crop0.npy",80.190285,37.768013,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 76 at , Serial_ T010987 Prueba Amacayacu 2024\features_1\2024-December-04_76-Camara_Amacayacu-5_crop0.npy",81.45757,40.245567,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 76 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_76-Camara_Amacayacu-6_crop0.npy",70.21976,29.212492,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 76 at , Serial_ T010987 Prueba Amacayacu 2024\features_1\2024-December-04_76-Camara_Amacayacu-6_crop0.npy",83.57195,43.953384,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 76 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_76-Camara_Amacayacu-7_crop0.npy",78.968636,40.553623,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 76 at , Serial_ T010987 Prueba Amacayacu 2024\features_1\2024-December-04_76-Camara_Amacayacu-7_crop0.npy",80.19037,37.768093,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 76 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_76-Camara_Amacayacu-8_crop0.npy",72.70983,35.781498,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 76 at , Serial_ T010987 Prueba Amacayacu 2024\features_1\2024-December-04_76-Camara_Amacayacu-8_crop0.npy",70.21981,29.212519,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 76 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_76-Camara_Amacayacu-9_crop0.npy",69.34171,36.510944,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 76 at , Serial_ T010987 Prueba Amacayacu 2024\features_1\2024-December-04_76-Camara_Amacayacu-9_crop0.npy",78.968636,40.553623,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 78 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_78-Camara_Amacayacu-0_crop0.npy",13.493382,-30.286114,2
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 79 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_78-Camara_Amacayacu-0_crop0.npy",14.271499,-30.570251,2
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 79 at , Serial_ T010987 Prueba Amacayacu 2024\features_1\2024-December-04_78-Camara_Amacayacu-0_crop0.npy",14.271499,-30.570251,2
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 79 at , Serial_ T010987 Prueba Amacayacu 2024\features_2\2024-December-04_78-Camara_Amacayacu-0_crop0.npy",14.271499,-30.570251,2
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 79 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_79-Camara_Amacayacu-1_crop0.npy",77.429855,26.706835,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 79 at , Serial_ T010987 Prueba Amacayacu 2024\features_1\2024-December-04_79-Camara_Amacayacu-1_crop0.npy",77.705444,27.144201,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 79 at , Serial_ T010987 Prueba Amacayacu 2024\features_2\2024-December-04_79-Camara_Amacayacu-1_crop0.npy",77.9353,26.699984,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 79 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_79-Camara_Amacayacu-1_crop1.npy",73.45373,-29.79378,5
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 79 at , Serial_ T010987 Prueba Amacayacu 2024\features_1\2024-December-04_79-Camara_Amacayacu-1_crop1.npy",73.45373,-29.79378,5
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 79 at , Serial_ T010987 Prueba Amacayacu 2024\features_2\2024-December-04_79-Camara_Amacayacu-1_crop1.npy",73.45373,-29.79378,5
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 79 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_79-Camara_Amacayacu-1_crop2.npy",71.36005,-30.629066,5
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 79 at , Serial_ T010987 Prueba Amacayacu 2024\features_1\2024-December-04_79-Camara_Amacayacu-1_crop2.npy",71.36005,-30.629066,5
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 79 at , Serial_ T010987 Prueba Amacayacu 2024\features_2\2024-December-04_79-Camara_Amacayacu-1_crop2.npy",71.36005,-30.629066,5
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 79 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_79-Camara_Amacayacu-2_crop0.npy",67.22631,31.471518,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 79 at , Serial_ T010987 Prueba Amacayacu 2024\features_1\2024-December-04_79-Camara_Amacayacu-2_crop0.npy",67.72135,31.305885,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 79 at , Serial_ T010987 Prueba Amacayacu 2024\features_2\2024-December-04_79-Camara_Amacayacu-2_crop0.npy",67.57859,31.863796,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 79 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_79-Camara_Amacayacu-2_crop1.npy",79.4096,-31.20359,5
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 79 at , Serial_ T010987 Prueba Amacayacu 2024\features_1\2024-December-04_79-Camara_Amacayacu-2_crop1.npy",79.4096,-31.20359,5
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 79 at , Serial_ T010987 Prueba Amacayacu 2024\features_2\2024-December-04_79-Camara_Amacayacu-2_crop1.npy",79.4096,-31.20359,5
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 79 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_79-Camara_Amacayacu-3_crop0.npy",75.4802,35.19059,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 79 at , Serial_ T010987 Prueba Amacayacu 2024\features_1\2024-December-04_79-Camara_Amacayacu-3_crop0.npy",75.4802,35.19059,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 79 at , Serial_ T010987 Prueba Amacayacu 2024\features_2\2024-December-04_79-Camara_Amacayacu-3_crop0.npy",75.4802,35.19059,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 79 at , Serial_ T010987 Prueba Amacayacu 2024\features_2\2024-December-04_79-Camara_Amacayacu-4_crop0.npy",75.20616,36.984272,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 79 at , Serial_ T010987 Prueba Amacayacu 2024\features_2\2024-December-04_79-Camara_Amacayacu-4_crop1.npy",80.47839,-30.478493,5
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 79 at , Serial_ T010987 Prueba Amacayacu 2024\features_2\2024-December-04_79-Camara_Amacayacu-5_crop0.npy",76.30357,31.896013,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 79 at , Serial_ T010987 Prueba Amacayacu 2024\features_2\2024-December-04_79-Camara_Amacayacu-5_crop1.npy",72.144295,-34.603397,5
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 79 at , Serial_ T010987 Prueba Amacayacu 2024\features_2\2024-December-04_79-Camara_Amacayacu-5_crop2.npy",73.64967,-32.18099,5
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 79 at , Serial_ T010987 Prueba Amacayacu 2024\features_2\2024-December-04_79-Camara_Amacayacu-7_crop0.npy",78.57414,33.00336,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 82,84 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_84-Camara_Amacayacu-9_crop0.npy",71.21734,35.375275,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 84,85 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_84-Camara_Amacayacu-9_crop0.npy",73.3314,51.261982,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 85 at , Serial_ T010987 Prueba Amacayacu 2024\features_3\2024-December-04_84-Camara_Amacayacu-9_crop0.npy",73.31768,50.514233,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 84,85 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_84-Camara_Amacayacu-0_crop0.npy",71.22247,35.809635,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 85 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_84-Camara_Amacayacu-0_crop0.npy",72.77296,31.722746,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 85 at , Serial_ T010987 Prueba Amacayacu 2024\features_3\2024-December-04_84-Camara_Amacayacu-0_crop0.npy",70.93923,35.654327,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 84,85 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_84-Camara_Amacayacu-1_crop0.npy",84.361855,38.65064,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 85 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_84-Camara_Amacayacu-1_crop0.npy",74.02901,50.289127,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 85 at , Serial_ T010987 Prueba Amacayacu 2024\features_1\2024-December-04_84-Camara_Amacayacu-1_crop0.npy",73.4588,32.419125,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 85 at , Serial_ T010987 Prueba Amacayacu 2024\features_2\2024-December-04_84-Camara_Amacayacu-1_crop0.npy",73.4588,32.419125,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 85 at , Serial_ T010987 Prueba Amacayacu 2024\features_3\2024-December-04_84-Camara_Amacayacu-1_crop0.npy",84.36218,38.650665,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 84,85 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_84-Camara_Amacayacu-2_crop0.npy",70.12296,31.97087,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 85 at , Serial_ T010987 Prueba Amacayacu 2024\features_1\2024-December-04_84-Camara_Amacayacu-2_crop0.npy",74.47873,50.88366,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 85 at , Serial_ T010987 Prueba Amacayacu 2024\features_2\2024-December-04_84-Camara_Amacayacu-2_crop0.npy",74.039566,51.49171,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 85 at , Serial_ T010987 Prueba Amacayacu 2024\features_3\2024-December-04_84-Camara_Amacayacu-2_crop0.npy",70.12296,31.97087,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 84,85 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_84-Camara_Amacayacu-3_crop0.npy",78.03727,36.1346,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 85 at , Serial_ T010987 Prueba Amacayacu 2024\features_3\2024-December-04_84-Camara_Amacayacu-3_crop0.npy",78.037445,36.134876,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 84,85 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_84-Camara_Amacayacu-3_crop1.npy",72.09867,-33.069153,5
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 85 at , Serial_ T010987 Prueba Amacayacu 2024\features_3\2024-December-04_84-Camara_Amacayacu-3_crop1.npy",72.09867,-33.069153,5
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 84,85 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_84-Camara_Amacayacu-4_crop0.npy",80.94853,28.059267,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 85 at , Serial_ T010987 Prueba Amacayacu 2024\features_3\2024-December-04_84-Camara_Amacayacu-4_crop0.npy",80.94853,28.059267,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 84,85 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_84-Camara_Amacayacu-5_crop0.npy",80.71105,32.962883,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 85 at , Serial_ T010987 Prueba Amacayacu 2024\features_3\2024-December-04_84-Camara_Amacayacu-5_crop0.npy",80.71105,32.962883,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 84,85 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_84-Camara_Amacayacu-5_crop1.npy",69.91553,-33.18924,5
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 85 at , Serial_ T010987 Prueba Amacayacu 2024\features_3\2024-December-04_84-Camara_Amacayacu-5_crop1.npy",69.91553,-33.18924,5
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 84,85 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_84-Camara_Amacayacu-8_crop0.npy",73.4588,32.419125,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 85 at , Serial_ T010987 Prueba Amacayacu 2024\features_3\2024-December-04_84-Camara_Amacayacu-8_crop0.npy",72.77296,31.722746,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 84,85 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_84-Camara_Amacayacu-8_crop1.npy",59.232025,-30.900208,5
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 85 at , Serial_ T010987 Prueba Amacayacu 2024\features_3\2024-December-04_84-Camara_Amacayacu-8_crop1.npy",58.589066,-31.7826,5
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 84,85 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_84-Camara_Amacayacu-9_crop1.npy",74.42242,-36.46641,5
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 85 at , Serial_ T010987 Prueba Amacayacu 2024\features_3\2024-December-04_84-Camara_Amacayacu-9_crop1.npy",74.42242,-36.46641,5
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 84,85 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_84-Camara_Amacayacu-9_crop2.npy",74.65796,-33.62414,5
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 85 at , Serial_ T010987 Prueba Amacayacu 2024\features_3\2024-December-04_84-Camara_Amacayacu-9_crop2.npy",74.65796,-33.62414,5
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 84,85 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_85-Camara_Amacayacu-6_crop0.npy",80.61171,34.99145,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 85 at , Serial_ T010987 Prueba Amacayacu 2024\features_0\2024-December-04_85-Camara_Amacayacu-6_crop0.npy",83.709335,34.783646,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 85 at , Serial_ T010987 Prueba Amacayacu 2024\features_1\2024-December-04_85-Camara_Amacayacu-6_crop0.npy",83.089264,30.90557,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 85 at , Serial_ T010987 Prueba Amacayacu 2024\features_2\2024-December-04_85-Camara_Amacayacu-6_crop0.npy",83.089264,30.90557,4
"..\\..\\..\\..\\Correos\\2024\December\04\TRACK ALERT ID 85 at , Serial_ T010987 Prueba Amacayacu 2024\features_3\2024-December-04_85-Camara_Amacayacu-6_crop0.npy",80.61171,34.99145,4
